emp_id,emp_name,role,salary,dept_id,store_id
62,Omkar Ahluwalia,Customer Service Rep,20562,1,52
63,Anjali Gopal,Store Manager,77942,4,142
64,Leena Mohanty,Finance Executive,101615,6,101
65,Alok Dubey,Cashier,35566,5,191
66,Pallavi Parmar,Store Manager,83730,2,7
67,Aarav Mishra,Inventory Clerk,107946,2,21
68,Veer Chatterjee,Assistant Manager,24763,5,125
69,Preeti Dev,Finance Executive,91933,4,117
70,Karan Kumar,Customer Service Rep,64311,3,9
71,Tanisha Iyengar,Data Analyst,29995,4,113
72,Chitra Pathak,Marketing Associate,77506,4,146
73,Rakesh Bhosale,Customer Service Rep,81669,1,168
74,Sneha Bhattacharya,Inventory Clerk,29497,5,30
75,Neha Raghavan,Finance Executive,28270,2,106
76,Juhi Vyas,Cashier,103294,2,126
77,Jahnavi Ahluwalia,Cashier,46674,2,118
78,Arya Panda,Cashier,62035,1,136
79,Sandeep Gopal,Sales Executive,50758,4,33
80,Ramesh Ali,Inventory Clerk,34044,3,103
81,Suhana Nambiar,Assistant Manager,40822,6,123
82,Vineet Jadhav,Marketing Associate,109700,5,139
83,Gautam Iyer,Sales Executive,91322,3,86
84,Anil Siddiqui,Cashier,117319,2,152
85,Himanshu Kumar,Assistant Manager,19041,6,28
86,Shreya Bose,Assistant Manager,64853,5,154
87,Parth Gill,Sales Executive,29903,3,185
88,Raj Dasgupta,Inventory Clerk,78990,3,152
89,Mala Ali,HR Executive,97112,4,138
90,Sneha Gupta,Store Manager,118042,1,117
91,Ishan Jadhav,Finance Executive,59619,1,28
92,Ravi Rao,HR Executive,33260,5,94
93,Shreya Zaveri,Customer Service Rep,95927,2,166
94,Varun Pillai,Finance Executive,42798,6,82
95,Vandana Khanna,Cashier,48168,6,175
96,Asha Jacob,Cashier,118857,1,163
97,Prateek Roy,Marketing Associate,39091,3,143
98,Sumit Bhosale,Inventory Clerk,107437,6,148
99,Yamini Gupta,Finance Executive,71167,3,177
100,Payal Srivastava,Cashier,119481,6,131
101,Shivam Siddiqui,Data Analyst,100732,3,67
102,Akanksha Khan,Finance Executive,29932,4,47
103,Lakshmi Rastogi,Store Manager,66255,2,168
104,Devanshi Agarwal,Assistant Manager,72926,1,125
105,Uma Saini,Inventory Clerk,78198,5,188
106,Anjali Bansal,HR Executive,72703,2,116
107,Ritika Tandon,Customer Service Rep,83085,1,170
108,Charan Raghavan,Inventory Clerk,42792,6,39
109,Tanya Lal,Sales Executive,74799,6,156
110,Rohit Saha,Marketing Associate,67234,3,186
111,Anil Gopal,Inventory Clerk,65117,3,131
112,Rhea Parmar,Inventory Clerk,43548,5,10
113,Manisha Kaul,Store Manager,97568,2,140
114,Mohit Chauhan,Assistant Manager,41106,1,155
115,Rishi Chatterjee,Marketing Associate,53357,1,91
116,Rakesh Ganguly,Finance Executive,45584,3,196
117,Sonali Jain,Sales Executive,59885,2,18
118,Sarika Ahuja,Customer Service Rep,111257,5,139
119,Kavita Iyer,Customer Service Rep,36683,2,97
120,Ansh Bhattacharya,Finance Executive,28510,1,151
121,Vaibhav Ganguly,HR Executive,60796,3,185
122,Rakesh Rana,Marketing Associate,22155,2,197
123,Madhav Shetty,Sales Executive,86179,4,114
124,Rohit Pathak,Cashier,39911,2,154
125,Pankaj Mukherjee,Store Manager,33302,6,98
126,Anaya Roy,Inventory Clerk,46416,5,64
127,Vandana Dey,Customer Service Rep,86466,2,88
128,Muskan Bhatia,Inventory Clerk,99128,2,63
129,Bhoomi Krishnan,Store Manager,63428,4,198
130,Dev Tyagi,Assistant Manager,28328,2,127
131,Rahul Tandon,Customer Service Rep,60486,3,136
132,Kabir Khatri,Customer Service Rep,97558,6,16
133,Ashish Deshmukh,HR Executive,63315,2,183
134,Vaibhav Nair,Cashier,93556,3,140
135,Anil Nanda,Customer Service Rep,28230,6,135
136,Madhav Joshi,Finance Executive,54571,5,15
137,Kritika Sen,HR Executive,96458,5,84
138,Priya Dube,Cashier,74729,2,61
139,Bhavesh Panda,Finance Executive,69508,2,118
140,Jayant Zaveri,Data Analyst,43397,5,194
141,Gaurav Pandey,Sales Executive,34477,2,7
142,Aparna Bhat,Assistant Manager,30500,1,158
143,Tanya Naidu,Data Analyst,26017,5,198
144,Aparna Roy,Customer Service Rep,113413,3,35
145,Rahul Mohanty,Finance Executive,70831,6,59
146,Namrata Rana,Cashier,101451,3,183
147,Aarav Rastogi,Assistant Manager,102095,3,111
148,Tanya Jacob,Sales Executive,57907,1,33
149,Tanmay Zaveri,Sales Executive,104108,2,31
150,Harini Mehta,Marketing Associate,93629,1,65
151,Lakshmi Nanda,Customer Service Rep,28602,3,98
152,Anuj Panda,Inventory Clerk,82762,5,172
153,Vaibhav Dey,Cashier,91812,2,170
154,Jaspreet Saxena,Assistant Manager,64426,6,158
155,Priya Siddiqui,Finance Executive,55904,1,30
156,Priya Gopal,Finance Executive,25361,4,59
157,Jayant Khan,Sales Executive,52765,2,179
158,Ira Sinha,HR Executive,44118,6,186
159,Vikram Basu,HR Executive,42511,5,142
160,Mohit Bhandari,Cashier,19211,2,173
161,Charan Bhattacharya,Data Analyst,33365,5,81
162,Arjun Sharma,HR Executive,78541,4,109
163,Lavanya Khan,Cashier,86274,5,84
164,Lavanya Bajpai,Store Manager,111683,6,128
165,Ujjwal Dube,HR Executive,21290,1,37
166,Sagar Kashyap,Sales Executive,54724,1,18
167,Soumya Nair,Inventory Clerk,73314,3,126
168,Rhea Deshmukh,Cashier,65856,2,102
169,Anjali Chatterjee,Inventory Clerk,93035,3,75
170,Deepti Rai,Finance Executive,36446,6,191
171,Aisha Subramanian,HR Executive,86120,1,41
172,Anil Pillai,Data Analyst,24703,2,111
173,Sonali Tripathi,Data Analyst,23146,4,90
174,Vinay Roy,Cashier,96140,1,119
175,Shruti Bansal,Assistant Manager,36378,1,145
176,Zoya Sen,Cashier,50645,2,162
177,Sunil Bhattacharya,Sales Executive,92720,5,100
178,Pooja Pillai,Sales Executive,51800,5,118
179,Rakesh Malhotra,Inventory Clerk,21053,2,48
180,Mohit Nath,Sales Executive,85684,1,113
181,Pranav Mahajan,Customer Service Rep,55011,4,185
182,Yuvraj Fernandes,Cashier,22562,4,126
183,Aparna Das,Assistant Manager,21762,2,53
184,Sourabh Nanda,Finance Executive,41618,5,59
185,Mihir Kumar,Assistant Manager,89727,4,11
186,Neeraj Gupta,Sales Executive,102115,6,115
187,Rhea Rai,Assistant Manager,107991,1,134
188,Vaibhav Siddiqui,HR Executive,35915,1,70
189,Advika Bose,Sales Executive,65284,1,168
190,Seema Pachauri,Finance Executive,91672,4,165
191,Zoya Rastogi,Inventory Clerk,118258,6,141
192,Prateek Ahluwalia,Store Manager,91014,2,107
193,Sakshi Siddiqui,Finance Executive,34020,5,46
194,Arya Jacob,Store Manager,24160,2,133
195,Meera Verma,Marketing Associate,102742,4,17
196,Harini Kaur,Assistant Manager,112801,4,167
197,Pankaj Shah,Cashier,112293,1,100
198,Mohit Verma,Marketing Associate,23833,1,1
199,Abhinav Joshi,Assistant Manager,109591,4,106
200,Yash Barua,Store Manager,115678,1,63
201,Devanshi Bhat,Data Analyst,54986,1,82
202,Pallavi Rajput,Cashier,43626,1,27
203,Yamini Chakraborty,Store Manager,114796,5,40
204,Gauri Zaveri,HR Executive,95691,6,61
205,Shreya Gill,Data Analyst,80299,1,192
206,Arya Modi,HR Executive,108460,6,66
207,Vandana Nair,Cashier,106017,1,49
208,Kajal Jain,Assistant Manager,91110,2,93
209,Tanmay Bajpai,Marketing Associate,27507,3,37
210,Kabir Gopal,Cashier,106944,2,89
211,Prakash Rajput,HR Executive,31034,1,21
212,Tanisha Ghosh,Cashier,86173,6,173
213,Omkar Ahuja,Data Analyst,18709,2,21
214,Sunil Jacob,HR Executive,113025,4,95
215,Sonali Prasad,Data Analyst,18034,4,193
216,Ujjwal Nambiar,HR Executive,48526,4,133
217,Ishan Nath,Assistant Manager,39445,1,83
218,Neha Zaveri,Data Analyst,50515,6,95
219,Prateek Agarwal,Store Manager,70973,2,5
220,Alok Chatterjee,Store Manager,59863,1,49
221,Vivek Iyengar,Finance Executive,76820,4,34
222,Raj Bhat,Inventory Clerk,74113,6,63
223,Ashish Ahuja,Assistant Manager,82639,5,125
224,Arjun Thakur,HR Executive,29215,1,51
225,Sunita Agarwal,Finance Executive,56872,5,20
226,Karan Gopal,Store Manager,58592,3,84
227,Vishal Gill,HR Executive,90498,5,105
228,Jaspreet Rajput,Finance Executive,96960,5,147
229,Sanjay Jadhav,Assistant Manager,29275,3,71
230,Sumit Iyengar,Marketing Associate,104483,4,112
231,Tejas Khatri,Store Manager,51412,1,145
232,Namrata Kohli,Assistant Manager,80627,3,32
233,Tanya Barua,Marketing Associate,118199,3,109
234,Omkar Banerjee,Data Analyst,48016,4,139
235,Kavita Das,Assistant Manager,51037,1,171
236,Neeraj Vyas,Sales Executive,106961,4,145
237,Charan Bedi,Assistant Manager,28348,2,159
238,Yamini Krishnan,Finance Executive,45426,6,29
239,Madhav Basu,Data Analyst,42409,3,94
240,Nikhil Gupta,Marketing Associate,32446,4,189
241,Tanya Khan,Assistant Manager,44781,5,177
242,Himanshu Agarwal,Assistant Manager,83514,2,47
243,Pallavi Dey,Customer Service Rep,114086,5,59
244,Sanjay Reddy,Data Analyst,26554,6,151
245,Rashmi Ahuja,Sales Executive,109621,6,169
246,Ira Deshmukh,Inventory Clerk,24077,2,65
247,Aarav Bhat,Store Manager,76363,6,195
248,Neeraj Reddy,Finance Executive,100304,1,29
249,Sanjay Jacob,Assistant Manager,102955,6,37
250,Suraj Krishnan,Finance Executive,110529,3,199
251,Nikita Srivastava,Customer Service Rep,105550,5,167
252,Aditya Varma,Marketing Associate,34269,2,190
253,Manav Agarwal,Data Analyst,77864,4,134
254,Tanisha Kohli,Store Manager,100917,3,198
255,Sanjay Lal,HR Executive,110444,6,93
256,Payal Bajpai,HR Executive,50865,2,100
257,Sameer Varma,HR Executive,33526,2,53
258,Mihir Tandon,Finance Executive,107011,3,141
259,Gaurav Goswami,Sales Executive,32211,3,92
260,Yamini Saini,HR Executive,31504,3,26
261,Harini Jain,Data Analyst,118565,3,10
262,Asha Zaveri,Inventory Clerk,67354,5,79
263,Prachi Khanna,Store Manager,48543,4,69
264,Omkar Agarwal,Assistant Manager,50691,5,142
265,Nisha Ganguly,Sales Executive,114699,5,17
266,Vishal Ghosh,Customer Service Rep,48572,2,185
267,Jahnavi Chaudhary,Marketing Associate,118398,3,148
268,Bhoomi Panda,Finance Executive,53936,4,55
269,Manoj Jacob,Store Manager,22533,6,86
270,Simran Dey,Inventory Clerk,58540,6,74
271,Deepti Verma,Cashier,74039,6,37
272,Vikram Saxena,Customer Service Rep,42989,2,30
273,Jayant Panda,Assistant Manager,36366,2,2
274,Ansh Siddiqui,Marketing Associate,70990,3,141
275,Bhavesh Bose,Inventory Clerk,102786,5,194
276,Devanshi Khatri,HR Executive,42607,3,165
277,Jahnavi Khatri,Inventory Clerk,61364,2,101
278,Madhav Nath,Inventory Clerk,59975,3,172
279,Aisha Saxena,Customer Service Rep,70066,4,69
280,Sameer Shah,Marketing Associate,68468,2,38
281,Varun Duggal,Marketing Associate,48458,1,60
282,Harini Nambiar,Data Analyst,102758,2,132
283,Ashish Dasgupta,Data Analyst,95740,4,138
284,Neha Swamy,Cashier,41703,1,186
285,Alok Dev,Customer Service Rep,19654,2,155
286,Kabir Prasad,Finance Executive,21415,1,29
287,Sanjay Khatri,Store Manager,114437,2,25
288,Kajal Sen,Cashier,119535,3,134
289,Devanshi Reddy,Finance Executive,74537,5,55
290,Shreya Patel,Customer Service Rep,97785,1,30
291,Pankaj Jacob,Marketing Associate,69146,3,9
292,Leena Panda,HR Executive,90318,3,99
293,Dinesh Reddy,Inventory Clerk,67214,6,166
294,Vishal Iyengar,Customer Service Rep,35632,2,29
295,Arya Singh,Store Manager,72188,1,194
296,Manav Mishra,Sales Executive,32699,5,96
297,Priya Gopal,Data Analyst,100062,3,157
298,Madhav Parmar,Store Manager,60005,1,156
299,Ashish Gupta,Marketing Associate,62770,1,167
300,Rekha Ahuja,Sales Executive,84983,4,33
301,Prateek Singh,Inventory Clerk,105647,4,4
302,Shruti Parmar,Marketing Associate,56081,3,79
303,Nikita Siddiqui,Store Manager,35861,1,8
304,Shivam Mahajan,Inventory Clerk,29992,4,168
305,Mohit Rastogi,Sales Executive,103107,1,121
306,Ashish Vyas,Marketing Associate,98526,3,78
307,Vineet Dey,HR Executive,107113,1,113
308,Neeraj Nath,Assistant Manager,91675,1,159
309,Harsh Goswami,Sales Executive,100826,1,80
310,Harsh Chatterjee,HR Executive,69500,2,97
311,Bhavesh Kaur,HR Executive,100660,5,109
312,Sakshi Gandhi,Inventory Clerk,91260,1,163
313,Trisha Bose,Finance Executive,66779,4,74
314,Manav Rao,Data Analyst,101795,1,24
315,Charan Deshmukh,Store Manager,96744,6,158
316,Deepak Reddy,Assistant Manager,82149,2,78
317,Tanisha Dasgupta,Store Manager,109782,5,101
318,Jaspreet Sinha,Store Manager,36905,2,120
319,Manisha Khanna,Assistant Manager,77327,2,159
320,Tejas Ahuja,Inventory Clerk,81916,1,89
321,Pooja Basu,Marketing Associate,53731,5,34
322,Ujjwal Ali,Store Manager,64450,5,178
323,Jaspreet Chauhan,Marketing Associate,55058,6,117
324,Vineet Banerjee,Marketing Associate,24051,2,172
325,Karan Nair,Store Manager,93986,3,179
326,Rishi Chaudhary,Cashier,91108,3,54
327,Rekha Bose,Assistant Manager,79520,4,156
328,Tanya Menon,HR Executive,102764,3,118
329,Himanshu Chakraborty,Data Analyst,56069,3,165
330,Tanya Menon,HR Executive,106117,3,130
331,Shreya Raghavan,Data Analyst,62230,3,175
332,Shruti Agarwal,Store Manager,103024,4,80
333,Manav Gupta,Assistant Manager,18383,1,78
334,Sakshi Bedi,Marketing Associate,81833,4,52
335,Parth Dey,Data Analyst,65265,5,75
336,Esha Modi,Cashier,40213,2,200
337,Devanshi Lal,Assistant Manager,72513,4,181
338,Sameer Ganguly,Inventory Clerk,50506,1,1
339,Rakesh Swamy,Marketing Associate,61434,6,89
340,Anaya Khanna,Data Analyst,109318,5,186
341,Arjun Khanna,Data Analyst,55246,1,2
342,Tanmay Rai,Inventory Clerk,53376,2,177
343,Divya Ali,Inventory Clerk,71708,5,9
344,Pankaj Das,Inventory Clerk,40320,1,141
345,Jahnavi Bhattacharya,Assistant Manager,67550,5,30
346,Trisha Vyas,Finance Executive,108139,3,114
347,Prateek Chaudhary,HR Executive,45311,5,147
348,Vikas Sharma,Data Analyst,54803,2,41
349,Chitra Basu,Inventory Clerk,62642,2,22
350,Vishal Chatterjee,Data Analyst,100412,6,51
351,Ujjwal Jacob,Finance Executive,115097,4,23
352,Asha Nair,Inventory Clerk,37939,4,3
353,Shruti Tyagi,Inventory Clerk,116492,4,196
354,Tanisha Rana,Cashier,112641,3,163
355,Parth Reddy,Cashier,48929,6,155
356,Charan Chaudhary,Inventory Clerk,38659,2,131
357,Sunita Basu,HR Executive,51270,4,1
358,Sunita Parmar,Data Analyst,112456,2,155
359,Veer Bajpai,Finance Executive,73329,4,126
360,Seema Goenka,Finance Executive,63288,1,86
361,Simran Chatterjee,Sales Executive,37644,4,187
362,Vivek Das,Marketing Associate,41620,4,18
363,Manoj Yadav,Inventory Clerk,33349,6,28
364,Pranav Vyas,Marketing Associate,65253,2,155
365,Rhea Bedi,Finance Executive,70190,2,166
366,Pranav Ahuja,Inventory Clerk,85293,3,163
367,Soumya Rai,Marketing Associate,31064,3,31
368,Himanshu Sharma,Sales Executive,59601,4,118
369,Sneha Khatri,Data Analyst,64274,5,76
370,Neha Jacob,Inventory Clerk,68971,1,127
371,Tejas Saxena,Finance Executive,22161,2,59
372,Ansh Goswami,Marketing Associate,24549,1,77
373,Tejas Shetty,Inventory Clerk,71666,4,173
374,Nisha Gill,HR Executive,23056,3,47
375,Rishi Basu,Finance Executive,78537,6,42
376,Priya Das,Marketing Associate,88616,3,178
377,Vishal Goswami,Marketing Associate,114898,4,79
378,Rishi Bose,Cashier,32787,5,19
379,Manav Fernandes,Marketing Associate,45224,3,92
380,Vandana Mahajan,Inventory Clerk,77101,3,147
381,Yash Gandhi,HR Executive,61155,5,24
382,Vaibhav Siddiqui,Marketing Associate,99567,6,17
383,Omkar Khan,Data Analyst,38304,4,43
384,Ashish Singh,Inventory Clerk,106046,6,86
385,Suraj Pandey,Customer Service Rep,112240,6,154
386,Kabir Bhandari,Data Analyst,119527,1,134
387,Kajal Rana,Inventory Clerk,25344,6,14
388,Shreya Ghosh,Cashier,43188,1,45
389,Mala Krishnan,HR Executive,45904,5,41
390,Ishan Bedi,Assistant Manager,42578,6,60
391,Gautam Mohanty,Sales Executive,94815,3,163
392,Shreya Dube,Cashier,75038,5,76
393,Harini Sinha,Sales Executive,33790,1,22
394,Rahul Varma,Finance Executive,28035,4,130
395,Vandana Mohanty,Inventory Clerk,48424,2,104
396,Lokesh Ahluwalia,Finance Executive,28199,3,98
397,Harsh Pillai,Cashier,119437,2,164
398,Rhea Nambiar,Store Manager,52200,3,161
399,Arjun Nanda,Customer Service Rep,97747,2,9
400,Manav Chakraborty,Sales Executive,99860,1,30
401,Avani Sharma,Sales Executive,89473,2,42
402,Rekha Rana,Sales Executive,64847,4,183
403,Chitra Varma,HR Executive,18412,2,26
404,Chitra Das,Inventory Clerk,93163,6,155
405,Sarika Naidu,Inventory Clerk,50212,3,134
406,Sourabh Fernandes,Marketing Associate,61626,2,177
407,Deepti Kumar,Inventory Clerk,107003,6,35
408,Sagar Goswami,Assistant Manager,41584,5,4
409,Rakesh Swamy,Inventory Clerk,97346,4,145
410,Tanya Bhandari,Customer Service Rep,56955,4,195
411,Lakshmi Krishnan,Marketing Associate,19445,4,102
412,Rhea Subramanian,Inventory Clerk,65900,6,150
413,Yash Bhat,HR Executive,31572,5,91
414,Vikram Srivastava,Finance Executive,36826,6,178
415,Charan Pachauri,Data Analyst,70209,6,56
416,Swati Pillai,Customer Service Rep,66291,5,9
417,Sourabh Bajpai,Cashier,97224,6,96
418,Yuvraj Nath,Data Analyst,32016,1,56
419,Sapna Bhandari,Cashier,32611,3,85
420,Devanshi Tripathi,Data Analyst,67504,6,149
421,Urvi Tandon,Sales Executive,118036,5,19
422,Ishan Sharma,Sales Executive,55101,2,30
423,Lokesh Thomas,Customer Service Rep,93623,2,199
424,Prakash Rajput,Inventory Clerk,102389,5,109
425,Nikhil Kaur,Store Manager,70041,6,133
426,Divya Rastogi,Marketing Associate,110900,3,74
427,Amrita Dasgupta,Assistant Manager,85060,3,166
428,Meera Kumar,Sales Executive,31366,4,1
429,Vineet Dubey,Store Manager,84660,1,1
430,Karan Dey,HR Executive,57856,6,46
431,Harsh Chopra,Cashier,27578,5,97
432,Aditya Jain,Cashier,81049,5,19
433,Pooja Thakur,Data Analyst,22710,6,93
434,Prachi Bose,Marketing Associate,111868,3,151
435,Abhinav Nair,Sales Executive,96389,2,165
436,Dev Kaur,Customer Service Rep,98275,1,124
437,Sanjay Bhattacharya,Marketing Associate,53678,5,195
438,Pooja Modi,Cashier,21176,1,183
439,Sarika Bhattacharya,HR Executive,29960,1,148
440,Tejas Rao,Cashier,117901,6,56
441,Mala Goenka,Finance Executive,20415,4,164
442,Sneha Iyengar,Data Analyst,84437,6,49
443,Krishna Rao,HR Executive,35816,3,109
444,Naman Saha,Store Manager,82794,6,2
445,Raj Ahuja,Assistant Manager,72956,4,155
446,Urvi Chakraborty,Assistant Manager,96000,1,175
447,Juhi Saha,HR Executive,109420,2,58
448,Kalpana Tandon,Finance Executive,93187,2,163
449,Soumya Chauhan,Sales Executive,42515,2,1
450,Suhana Tripathi,Assistant Manager,105631,3,53
451,Nikita Sinha,Inventory Clerk,113563,2,186
452,Priya Iyer,Assistant Manager,31806,4,11
453,Aisha Bhandari,Data Analyst,110809,5,173
454,Tarun Dev,Cashier,37735,5,178
455,Rekha Prasad,Sales Executive,51671,1,65
456,Kalpana Kumar,Inventory Clerk,114003,2,21
457,Prachi Panda,HR Executive,28578,4,28
458,Kalpana Pillai,Marketing Associate,41792,3,23
459,Ishan Pandey,Assistant Manager,86525,5,185
460,Vikas Chopra,Assistant Manager,43289,3,104
461,Aditya Dev,Sales Executive,61428,4,6
462,Omkar Chopra,Finance Executive,51477,5,180
463,Jaspreet Swamy,Assistant Manager,107220,3,166
464,Ashish Iyer,Inventory Clerk,102924,1,62
465,Sameer Roy,Cashier,54134,2,74
466,Ujjwal Vyas,HR Executive,44509,4,193
467,Raj Banerjee,Store Manager,101929,5,177
468,Neha Banerjee,Customer Service Rep,52770,2,46
469,Sourabh Rai,Data Analyst,99987,4,71
470,Aparna Goswami,Finance Executive,105833,5,119
471,Trisha Dube,Data Analyst,47884,2,16
472,Rahul Bansal,Store Manager,82200,1,188
473,Sunil Singh,Cashier,39499,3,59
474,Anjali Nath,Sales Executive,93621,2,200
475,Lavanya Modi,Finance Executive,50973,5,132
476,Swati Khanna,Marketing Associate,34413,6,66
477,Bhoomi Nanda,Finance Executive,60958,5,103
478,Rekha Dasgupta,Cashier,81634,6,87
479,Rashmi Ali,Assistant Manager,21627,1,169
480,Mohit Dubey,Data Analyst,118539,5,173
481,Manoj Patel,Assistant Manager,108979,4,110
482,Devanshi Rai,Store Manager,54350,1,113
483,Ansh Joshi,Customer Service Rep,102398,2,98
484,Arya Mukherjee,Inventory Clerk,27014,5,134
485,Yamini Thakur,Assistant Manager,18482,2,12
486,Vinay Pachauri,Customer Service Rep,105424,5,65
487,Arya Chaudhary,HR Executive,83154,5,187
488,Rahul Chauhan,HR Executive,67140,6,197
489,Sameer Tripathi,Marketing Associate,46354,2,70
490,Sameer Rai,Data Analyst,97627,3,14
491,Sana Fernandes,Assistant Manager,74933,1,88
492,Sapna Khatri,Inventory Clerk,42176,6,152
493,Manoj Agarwal,Inventory Clerk,32871,5,159
494,Pankaj Mohanty,Store Manager,47096,3,148
495,Pranav Chaudhary,Finance Executive,99311,2,196
496,Advika Das,Inventory Clerk,74117,5,115
497,Gautam Dey,Data Analyst,52313,6,170
498,Pranav Joshi,Store Manager,72934,5,82
499,Mohit Goswami,Cashier,30355,4,87
500,Shivam Subramanian,Data Analyst,63528,3,71
501,Harsh Naidu,Customer Service Rep,35312,6,135
502,Karan Ahuja,Assistant Manager,58811,5,84
503,Advika Saxena,Cashier,85263,1,97
504,Veer Gandhi,Cashier,61971,6,56
505,Manoj Khan,HR Executive,93419,4,192
506,Tanmay Lal,Cashier,80771,2,101
507,Aarav Ghosh,Finance Executive,94918,2,92
508,Mohit Kaul,Marketing Associate,69379,6,138
509,Kalpana Dasgupta,Finance Executive,103053,1,174
510,Ramesh Prasad,Customer Service Rep,58359,1,44
511,Abhinav Gandhi,Marketing Associate,75688,6,193
512,Zoya Thomas,Cashier,39650,6,84
513,Pooja Bhattacharya,Customer Service Rep,35975,2,103
514,Priya Gopal,Finance Executive,49922,4,153
515,Sumit Ahluwalia,Data Analyst,22533,4,60
516,Sumit Swamy,HR Executive,70651,6,88
517,Tanisha Singh,HR Executive,42665,4,148
518,Raj Tyagi,Data Analyst,68556,2,102
519,Rhea Basu,Finance Executive,96645,4,19
520,Nikhil Das,Assistant Manager,115174,4,113
521,Seema Mohanty,Store Manager,100396,4,108
522,Sanjay Bhat,Data Analyst,72976,5,194
523,Bhoomi Kumar,Data Analyst,59589,3,166
524,Neha Vyas,Finance Executive,76787,2,160
525,Vikram Dubey,Store Manager,34205,6,190
526,Trisha Bhandari,Cashier,78186,1,76
527,Omkar Tandon,Store Manager,110613,2,188
528,Suhana Dey,Data Analyst,24005,5,63
529,Harini Fernandes,Inventory Clerk,98683,1,168
530,Sakshi Das,Customer Service Rep,29400,2,147
531,Pooja Naidu,Store Manager,55133,5,145
532,Sunil Duggal,Customer Service Rep,85823,1,182
533,Advika Chaudhary,Assistant Manager,48964,5,141
534,Tanisha Nanda,Marketing Associate,105270,2,176
535,Manoj Panda,Customer Service Rep,59456,2,170
536,Akanksha Jain,Cashier,55693,6,179
537,Amrita Barua,Inventory Clerk,71406,4,111
538,Chitra Bhosale,Inventory Clerk,59093,6,49
539,Himanshu Mohanty,Finance Executive,27199,5,167
540,Arjun Subramanian,HR Executive,20707,2,193
541,Vikas Duggal,Customer Service Rep,89070,6,82
542,Preeti Chaudhary,Assistant Manager,34832,4,7
543,Madhav Sinha,Assistant Manager,117067,4,152
544,Ravi Bajpai,Cashier,85506,4,131
545,Prakash Naidu,HR Executive,110078,4,12
546,Parth Nambiar,HR Executive,108250,3,134
547,Nikhil Rana,Data Analyst,19708,4,39
548,Ritika Nair,Finance Executive,52379,6,100
