address_id,customer_id,address_line,city,state,pincode,is_default
177,177,"87/65
Oak Nagar",Varanasi,Uttar Pradesh,382002,True
178,178,"052
Nadig Chowk",Cuttack,Odisha,446351,True
179,179,"H.No. 338
Nadkarni Road",Jamshedpur,Jharkhand,380739,True
180,180,"H.No. 624
Bandi Path",Raipur,Chhattisgarh,129966,True
181,181,"121
Sarraf",Meerut,Uttar Pradesh,063545,True
182,182,"96, Sengupta Nagar",Mysuru,Karnataka,040055,True
183,183,"19/056, Kunda Marg",Warangal,Telangana,363037,True
184,184,"49/809
Tella Road",Chennai,Tamil Nadu,322820,True
185,185,"17
Korpal Circle",Bhopal,Madhya Pradesh,324716,True
186,186,"87/790
Toor Road",Pune,Maharashtra,319444,True
187,187,"H.No. 194, Sangha Circle",Ranchi,Jharkhand,261820,True
188,188,"18/11
Basak Zila",Dhanbad,Jharkhand,540641,True
189,189,"87, Biswas Zila",Leh,Ladakh,803348,True
190,190,"33/852
Venkataraman Road",Kanpur,Uttar Pradesh,859434,True
191,191,"83/051
Sem Road",Patna,Bihar,543819,True
192,192,"32/969, Chowdhury Road",Bhopal,Madhya Pradesh,622576,True
193,193,"24/355
Saini",Patiala,Punjab,481071,True
194,194,"31/86, Mishra Chowk",Puri,Odisha,701054,True
195,195,"05/10
Bajwa Nagar",Patna,Bihar,858622,True
196,196,"543, Cherian",Noida,Uttar Pradesh,198037,True
197,197,"H.No. 44, Singh Road",Kanpur,Uttar Pradesh,779117,True
198,198,"11/32
Chand Road",Trichy,Tamil Nadu,296520,True
199,199,"025, Merchant Path",Bengaluru,Karnataka,084208,True
200,200,"H.No. 997, Narasimhan Zila",Kolkata,West Bengal,835580,True
201,201,"06/688
Pal Nagar",Bilaspur,Chhattisgarh,673963,True
202,202,"599, Sehgal Chowk",Guwahati,Assam,017440,True
203,203,"54
Sagar Road",Udupi,Karnataka,276572,True
204,204,"39, Sarin Road",Guwahati,Assam,443574,True
205,205,"254
Mander Zila",Thane,Maharashtra,986824,True
206,206,"578, Sankar Street",Mysuru,Karnataka,738668,True
207,207,"222, Mandal Street",Panaji,Goa,812471,True
208,208,"67
Reddy",Puri,Odisha,337791,True
209,209,"24/545
Mammen Chowk",Gwalior,Madhya Pradesh,645268,True
210,210,"H.No. 001
Shenoy",Bilaspur,Chhattisgarh,187535,True
211,211,"70/447
Wali Zila",Gwalior,Madhya Pradesh,486589,True
212,212,"H.No. 073
Basu Circle",Raipur,Chhattisgarh,995235,True
213,213,"43/94, Viswanathan Path",Pune,Maharashtra,600932,True
214,214,"35/88
Ganesh Chowk",Chandigarh,Punjab,873514,True
215,215,"986, Saini Chowk",Panaji,Goa,267167,True
216,216,"38
Handa Road",Rourkela,Odisha,656456,True
217,217,"H.No. 40, Badami Street",Nashik,Maharashtra,424271,True
218,218,"H.No. 587
Natarajan Path",Bengaluru,Karnataka,739177,True
219,219,"47/290, Viswanathan Circle",Patna,Bihar,121845,True
220,220,"519
Sani",Agartala,Tripura,532356,True
221,221,"H.No. 25
Agate Street",New Delhi,Delhi,867230,True
222,222,"H.No. 39, Sekhon",Jamshedpur,Jharkhand,382532,True
223,223,"02/46
Narasimhan Zila",Leh,Ladakh,474429,True
224,224,"H.No. 44, Kota Ganj",Aizawl,Mizoram,250875,True
225,225,"37, Mitra Zila",Rourkela,Odisha,301800,True
226,226,"93/243
Jain Marg",Nagpur,Maharashtra,401118,True
227,227,"H.No. 90, Baria Street",Howrah,West Bengal,129006,True
228,228,"H.No. 862
Kakar",Coimbatore,Tamil Nadu,229037,True
229,229,"94/078
Mammen Street",Nagpur,Maharashtra,926295,True
230,230,"25/32, Upadhyay Marg",Karimnagar,Telangana,207158,True
231,231,"35/61, Hari Street",Patiala,Punjab,965470,True
232,232,"H.No. 20
Manne Chowk",Patna,Bihar,378701,True
233,233,"H.No. 689
Dave Chowk",Kolkata,West Bengal,952305,True
234,234,"43
Oak Zila",Udaipur,Rajasthan,401986,True
235,235,"H.No. 886
Gade Nagar",Siliguri,West Bengal,663430,True
236,236,"75/56, Sarma",Lucknow,Uttar Pradesh,433145,True
237,237,"743, Bhagat Chowk",Aizawl,Mizoram,449362,True
238,238,"H.No. 536
Panchal Road",Coimbatore,Tamil Nadu,429794,True
239,239,"06/52, Sem",Patna,Bihar,437084,True
240,240,"160, Prashad Street",Bilaspur,Chhattisgarh,454850,True
241,241,"017, Choudhary Circle",Ranchi,Jharkhand,955417,True
242,242,"69/188, Bassi Street",Patiala,Punjab,049409,True
243,243,"H.No. 670
Ben Road",Agartala,Tripura,209500,True
244,244,"H.No. 13
Lata Path",Chennai,Tamil Nadu,359764,True
245,245,"49
Mani Marg",Chennai,Tamil Nadu,270733,True
246,246,"77/229, Varughese Circle",Shimla,Himachal Pradesh,190726,True
247,247,"24/872
Basu Ganj",Agartala,Tripura,122634,True
248,248,"13
Manda Marg",Muzaffarpur,Bihar,923794,True
249,249,"16, Kumar Chowk",Udupi,Karnataka,633891,True
250,250,"H.No. 17
Sarraf Path",Kolkata,West Bengal,029969,True
251,251,"38/42, Palla Ganj",Jodhpur,Rajasthan,645441,True
252,252,"00/313, Kashyap Road",Warangal,Telangana,847507,True
253,253,"55/813
Suresh Path",Indore,Madhya Pradesh,637990,True
254,254,"H.No. 845
Som",Muzaffarpur,Bihar,030462,True
255,255,"H.No. 75
Andra Zila",Siliguri,West Bengal,452978,True
256,256,"H.No. 88
Kibe Street",Prayagraj,Uttar Pradesh,901030,True
257,257,"24, Sura Circle",Aizawl,Mizoram,508754,True
258,258,"H.No. 44, Tara Street",Dehradun,Uttarakhand,326338,True
259,259,"32/152
Pandya Circle",Delhi,Delhi,541119,True
260,260,"58
Varghese Nagar",Bengaluru,Karnataka,009606,True
261,261,"H.No. 401, Rajagopal Marg",Thane,Maharashtra,420546,True
262,262,"69
Nadig Zila",Chennai,Tamil Nadu,316422,True
263,263,"618
Hegde",Dehradun,Uttarakhand,986872,True
264,264,"81
Ghosh Road",Mangalore,Karnataka,866100,True
265,265,"32
Sundaram Marg",Chennai,Tamil Nadu,562670,True
266,266,"43/17, Rajagopal Marg",Imphal,Manipur,368922,True
267,267,"H.No. 496
Nadig",Delhi,Delhi,453120,True
268,268,"58/227
Mahal Zila",Lucknow,Uttar Pradesh,076224,True
269,269,"H.No. 708
Lanka Path",Jodhpur,Rajasthan,415709,True
270,270,"H.No. 112, Tank Street",Kota,Rajasthan,503321,True
271,271,"H.No. 41, Tripathi Street",Rajkot,Gujarat,744625,True
272,272,"424
Grewal Circle",Agartala,Tripura,045248,True
273,273,"11/88
Arora Nagar",Warangal,Telangana,529707,True
274,274,"59/23
Cheema Marg",Puri,Odisha,537899,True
275,275,"H.No. 901
Walla Street",Indore,Madhya Pradesh,794368,True
276,276,"H.No. 311
Sandal",Bhubaneswar,Odisha,765365,True
277,277,"76
Ray Road",Shillong,Meghalaya,857566,True
278,278,"H.No. 53
Khalsa Road",Mumbai,Maharashtra,151784,True
279,279,"74/890, Keer Marg",Patna,Bihar,243497,True
280,280,"47/31
Iyengar Zila",Agra,Uttar Pradesh,429184,True
281,281,"593, Manda Marg",Prayagraj,Uttar Pradesh,652263,True
282,282,"95/11, Sani Path",Erode,Tamil Nadu,469061,True
283,283,"26/132
Mital Path",Jodhpur,Rajasthan,781877,True
284,284,"H.No. 89
Barad Path",Kolkata,West Bengal,017943,True
285,285,"H.No. 66
Gupta Ganj",Trichy,Tamil Nadu,991790,True
286,286,"294, Kaur Path",Port Blair,Andaman and Nicobar Islands,646237,True
287,287,"72/032, Pandit Circle",Varanasi,Uttar Pradesh,482250,True
288,288,"40/70, Sandal Nagar",Agartala,Tripura,070925,True
289,289,"H.No. 011, Nair Path",Puri,Odisha,027904,True
290,290,"55/77, Ramakrishnan Path",Leh,Ladakh,856849,True
291,291,"74/97, Vora Nagar",Lucknow,Uttar Pradesh,536846,True
292,292,"833
Comar Circle",Agartala,Tripura,298403,True
293,293,"84/036
Lad",Lucknow,Uttar Pradesh,519185,True
294,294,"06/356, Lad Street",Kolkata,West Bengal,946310,True
295,295,"89, Kala Zila",Leh,Ladakh,636555,True
296,296,"91/178
Bakshi Zila",Salem,Tamil Nadu,937897,True
297,297,"56, Solanki Ganj",Kanpur,Uttar Pradesh,430263,True
298,298,"790, Gour Road",Kota,Rajasthan,971839,True
299,299,"18/033, Purohit Circle",Trichy,Tamil Nadu,063266,True
300,300,"98/70
Doshi Marg",Jodhpur,Rajasthan,491642,True
301,301,"72, Mohanty Chowk",Ahmedabad,Gujarat,565050,True
302,302,"76
Bhalla Street",Shillong,Meghalaya,947080,True
303,303,"978
Goyal Chowk",Thane,Maharashtra,043328,True
304,304,"92/075, Barad Street",Meerut,Uttar Pradesh,767903,True
305,305,"24/441
Som Path",Guwahati,Assam,756095,True
306,306,"92/05
Kaur Chowk",Hyderabad,Telangana,106089,True
307,307,"42/02, Dua Circle",Srinagar,Jammu & Kashmir,997896,True
308,308,"56/472
Chahal Circle",Mysuru,Karnataka,026815,True
309,309,"H.No. 69, Dugar Marg",Trichy,Tamil Nadu,084894,True
310,310,"35/534, Soni Street",Warangal,Telangana,031021,True
311,311,"21/13
Grover Circle",Mysuru,Karnataka,509845,True
312,312,"14/15
Kar Path",Bhopal,Madhya Pradesh,961010,True
313,313,"916, Tara Street",Prayagraj,Uttar Pradesh,975969,True
314,314,"88/93
Halder Street",Coimbatore,Tamil Nadu,269611,True
315,315,"H.No. 97, Bava Circle",Shimla,Himachal Pradesh,153273,True
316,316,"81/119
Bhagat Chowk",Rourkela,Odisha,591201,True
317,317,"H.No. 811, Rau Nagar",Dhanbad,Jharkhand,273410,True
318,318,"72, Kaul Road",Mysuru,Karnataka,932060,True
319,319,"88/44
Loyal",Vadodara,Gujarat,309708,True
320,320,"82
Bera Path",Jaipur,Rajasthan,971643,True
321,321,"73/527
Saha Ganj",Dhanbad,Jharkhand,552448,True
322,322,"01/21
Virk",Vadodara,Gujarat,311653,True
323,323,"48/32
Subramanian Circle",Udaipur,Rajasthan,679274,True
324,324,"21
Jayaraman Chowk",Meerut,Uttar Pradesh,724842,True
325,325,"79/05, Loyal Zila",Udupi,Karnataka,583130,True
326,326,"756
Nagi Road",Muzaffarpur,Bihar,387803,True
327,327,"H.No. 849
Talwar Path",New Delhi,Delhi,955530,True
328,328,"392
Bhattacharyya Circle",Panaji,Goa,093668,True
329,329,"42/508, Sawhney Street",Jodhpur,Rajasthan,063250,True
330,330,"12
Narain Zila",Erode,Tamil Nadu,760845,True
331,331,"34/119, Sahni Nagar",Patiala,Punjab,337762,True
332,332,"07, Warrior",Pune,Maharashtra,361186,True
333,333,"100
Patla Street",Varanasi,Uttar Pradesh,969602,True
334,334,"599
Sankaran Path",Jodhpur,Rajasthan,177709,True
335,335,"H.No. 531, Handa Path",Panaji,Goa,495820,True
336,336,"16/187
Murthy Path",Patna,Bihar,148504,True
337,337,"606, Dash Zila",Chennai,Tamil Nadu,674604,True
338,338,"H.No. 745
Varma Circle",Srinagar,Jammu & Kashmir,745351,True
339,339,"20
Kamdar Circle",Jamshedpur,Jharkhand,106005,True
340,340,"H.No. 90
Iyengar",Cuttack,Odisha,593523,True
341,341,"H.No. 65, Walia Path",Raipur,Chhattisgarh,202644,True
342,342,"18/16
Bhatnagar Ganj",Thane,Maharashtra,077879,True
343,343,"H.No. 315
Dasgupta Street",Agra,Uttar Pradesh,562808,True
344,344,"33
Chander Marg",Howrah,West Bengal,369301,True
345,345,"793
Deo Nagar",Nagpur,Maharashtra,075682,True
346,346,"13/67, Dani",Varanasi,Uttar Pradesh,742083,True
347,347,"H.No. 874
Ramesh Circle",Shimla,Himachal Pradesh,919917,True
348,348,"58/540
Raval Street",Jaipur,Rajasthan,614135,True
349,349,"H.No. 77
Chaudhry Circle",Aizawl,Mizoram,701981,True
350,350,"H.No. 97, D’Alia Nagar",Puri,Odisha,926856,True
351,351,"H.No. 84
Date Circle",Panaji,Goa,696475,True
352,352,"367, Vala",Pune,Maharashtra,548851,True
353,353,"H.No. 00, Bail Chowk",Noida,Uttar Pradesh,893804,True
354,354,"H.No. 42, Kala Marg",Bilaspur,Chhattisgarh,790037,True
355,355,"41/721, Master Zila",Chandigarh,Punjab,227998,True
356,356,"521, Bhatnagar Path",Coimbatore,Tamil Nadu,355203,True
357,357,"75/59
Contractor Chowk",Shillong,Meghalaya,649922,True
358,358,"H.No. 490
Seshadri Marg",Surat,Gujarat,014133,True
359,359,"H.No. 62, Kakar Path",Dehradun,Uttarakhand,747990,True
360,360,"43, Patel Circle",Guwahati,Assam,750002,True
361,361,"145, Sethi Street",Bilaspur,Chhattisgarh,560268,True
362,362,"58/073
Biswas",Nashik,Maharashtra,820634,True
363,363,"78, Varty Zila",Rourkela,Odisha,080832,True
364,364,"87/365, Chaudhry Marg",Leh,Ladakh,887296,True
365,365,"H.No. 05, Walia Circle",Vadodara,Gujarat,229276,True
366,366,"86/56, Choudhary",Shillong,Meghalaya,364247,True
367,367,"14/169, Chawla Zila",Jamshedpur,Jharkhand,517102,True
368,368,"07/56, Vala",Jodhpur,Rajasthan,107481,True
369,369,"H.No. 11
Dhingra",Kanpur,Uttar Pradesh,663316,True
370,370,"72/17, Sibal Ganj",Chennai,Tamil Nadu,426838,True
371,371,"137, Bakshi Nagar",Rourkela,Odisha,287616,True
372,372,"332
Sami",Shillong,Meghalaya,787204,True
373,373,"49/044, Chhabra Nagar",Shimla,Himachal Pradesh,995011,True
374,374,"467
Garg Street",Ludhiana,Punjab,067778,True
375,375,"086
Subramaniam Nagar",Siliguri,West Bengal,591177,True
376,376,"038
Mani Zila",Patiala,Punjab,287238,True
377,377,"82/403, Gera Road",Chandigarh,Punjab,571932,True
378,378,"55
Mand Street",Mangalore,Karnataka,585758,True
379,379,"730, Jhaveri Zila",Patna,Bihar,319792,True
380,380,"00, Sheth Road",Chandigarh,Punjab,073734,True
381,381,"48
Singhal Marg",Aizawl,Mizoram,457124,True
382,382,"H.No. 902
Dass Zila",Salem,Tamil Nadu,455133,True
383,383,"H.No. 292
Nagy Nagar",Howrah,West Bengal,123563,True
384,384,"H.No. 198, Naidu Zila",Siliguri,West Bengal,156186,True
385,385,"70/93, Iyengar Nagar",Meerut,Uttar Pradesh,811454,True
386,386,"01/679
Mohan Marg",Mumbai,Maharashtra,991416,True
387,387,"65, Yogi Ganj",Lucknow,Uttar Pradesh,251226,True
388,388,"H.No. 71
Sinha Road",Coimbatore,Tamil Nadu,761933,True
389,389,"86, Baral Road",Lucknow,Uttar Pradesh,547315,True
390,390,"00/640
Sahota Chowk",Erode,Tamil Nadu,027758,True
391,391,"03/683, Merchant Path",Muzaffarpur,Bihar,898658,True
392,392,"H.No. 12
Pau Marg",Srinagar,Jammu & Kashmir,846623,True
393,393,"52/00
Prasad",Cuttack,Odisha,936316,True
394,394,"51
Kade Chowk",Jodhpur,Rajasthan,680341,True
395,395,"71/348, Tripathi",Surat,Gujarat,060845,True
396,396,"H.No. 67
Tandon Chowk",Leh,Ladakh,154942,True
397,397,"H.No. 150, Mangal Ganj",Udupi,Karnataka,161031,True
398,398,"03, Viswanathan Marg",Meerut,Uttar Pradesh,140321,True
399,399,"875, Magar Marg",Agra,Uttar Pradesh,694336,True
400,400,"H.No. 05
Srinivasan Nagar",Gaya,Bihar,237994,True
401,401,"89
Kanda Ganj",Lucknow,Uttar Pradesh,162814,True
402,402,"837
Butala Nagar",Udaipur,Rajasthan,836451,True
403,403,"96/624, Jaggi Marg",Warangal,Telangana,174310,True
404,404,"27/667
Dass Marg",Cuttack,Odisha,604595,True
405,405,"627
Basak Circle",Agra,Uttar Pradesh,485325,True
