employee_id,store_id,first_name,last_name,email,role,dept_id,joining_date,salary
102,37,Yatin,Aurora,yatin.aurora@retailmart.com,Store Manager,8,2024-11-16,113199
103,180,Yutika,Choudhury,yutika.choudhury@retailmart.com,Cashier,1,2026-02-09,21347
104,120,Hemang,Kala,hemang.kala@retailmart.com,Marketing Associate,6,2025-12-04,48370
105,134,Warhi,Chad,warhi.chad@retailmart.com,Sales Executive,4,2025-10-24,49428
106,107,Gabriel,Mody,gabriel.mody@retailmart.com,Finance Executive,4,2025-03-29,51640
107,155,Manbir,Saha,manbir.saha@retailmart.com,Data Engineer,7,2024-04-29,191349
108,114,Dalaja,Dora,dalaja.dora@retailmart.com,Inventory Clerk,4,2024-05-03,33916
109,51,Turvi,Dyal,turvi.dyal@retailmart.com,Finance Executive,9,2025-03-03,56986
110,30,Gaurav,Goel,gaurav.goel@retailmart.com,Store Manager,7,2023-06-01,127808
111,11,Ishani,Nagi,ishani.nagi@retailmart.com,Inventory Clerk,5,2025-12-12,34277
112,114,Hemal,Bansal,hemal.bansal@retailmart.com,HR Executive,3,2025-08-03,53178
113,189,Lakshit,Shenoy,lakshit.shenoy@retailmart.com,Data Analyst,7,2025-02-12,109060
114,34,Naveen,Balakrishnan,naveen.balakrishnan@retailmart.com,Store Associate,3,2025-07-06,22504
115,139,Ria,Kadakia,ria.kadakia@retailmart.com,Finance Executive,4,2025-12-21,48105
116,120,Vasudha,Khurana,vasudha.khurana@retailmart.com,Sales Executive,3,2024-11-22,48587
117,18,Simon,Ganesan,simon.ganesan@retailmart.com,Cashier,10,2025-05-25,18028
118,22,Neelima,Kamdar,neelima.kamdar@retailmart.com,Customer Service Rep,4,2021-05-01,25421
119,99,Niharika,Roy,niharika.roy@retailmart.com,Maintenance Staff,7,2024-11-19,24346
120,155,Ekapad,Chadha,ekapad.chadha@retailmart.com,Store Associate,6,2025-05-21,25927
121,84,Elijah,Sahni,elijah.sahni@retailmart.com,Store Associate,9,2025-05-29,16586
122,121,Luke,Oza,luke.oza@retailmart.com,Assistant Manager,10,2024-11-12,79418
123,176,Forum,Dash,forum.dash@retailmart.com,Cashier,9,2024-07-07,21735
124,62,Pranit,Bajaj,pranit.bajaj@retailmart.com,Regional Manager,5,2023-06-21,211540
125,128,Jagvi,Anand,jagvi.anand@retailmart.com,Customer Service Rep,9,2022-06-23,40477
126,54,Hardik,Pradhan,hardik.pradhan@retailmart.com,Finance Executive,8,2024-04-26,68878
127,117,Joshua,Sundaram,joshua.sundaram@retailmart.com,Customer Service Rep,6,2025-11-29,40734
128,73,Pranav,Wadhwa,pranav.wadhwa@retailmart.com,Logistics Coordinator,6,2026-01-08,67173
129,159,Mekhala,Rout,mekhala.rout@retailmart.com,Store Associate,9,2025-07-31,20140
130,170,Saanvi,Bera,saanvi.bera@retailmart.com,Maintenance Staff,4,2024-12-13,17994
131,20,Nakul,Garg,nakul.garg@retailmart.com,Security Supervisor,4,2023-07-02,24465
132,16,Jeevika,Batta,jeevika.batta@retailmart.com,Sales Executive,3,2025-09-14,39734
133,24,Upma,Bhavsar,upma.bhavsar@retailmart.com,Sales Executive,4,2024-02-20,37599
134,137,Liam,Borde,liam.borde@retailmart.com,Customer Service Rep,7,2023-09-10,29891
135,177,Gaurika,Wable,gaurika.wable@retailmart.com,Security Supervisor,5,2025-03-16,20269
136,40,Riya,Nagi,riya.nagi@retailmart.com,Marketing Associate,2,2022-05-20,49642
137,34,Qabil,Lal,qabil.lal@retailmart.com,Security Supervisor,3,2024-05-14,22487
138,86,Nachiket,Tandon,nachiket.tandon@retailmart.com,Store Manager,10,2023-10-21,99648
139,53,Madhavi,Dash,madhavi.dash@retailmart.com,Data Engineer,6,2023-06-05,193169
140,65,Qushi,Choudhury,qushi.choudhury@retailmart.com,Store Manager,4,2025-02-26,117711
141,23,Jacob,Bandi,jacob.bandi@retailmart.com,Marketing Associate,6,2024-09-22,26817
142,169,Agastya,Bhatti,agastya.bhatti@retailmart.com,Assistant Manager,2,2025-03-19,50009
143,9,Qushi,Dar,qushi.dar@retailmart.com,Regional Manager,5,2025-10-25,220596
144,151,Avni,Purohit,avni.purohit@retailmart.com,Store Manager,2,2023-08-28,127353
145,71,Vasatika,Date,vasatika.date@retailmart.com,Store Associate,7,2024-01-16,17105
146,148,Sarthak,Naidu,sarthak.naidu@retailmart.com,Store Associate,10,2023-08-03,25727
147,48,Ekani,Chaudhari,ekani.chaudhari@retailmart.com,Finance Executive,1,2025-07-12,57891
148,81,Jai,Bhalla,jai.bhalla@retailmart.com,Cashier,9,2024-08-18,21022
149,133,Ryan,Sahni,ryan.sahni@retailmart.com,Sales Executive,5,2025-01-26,41491
150,135,Vansha,Hari,vansha.hari@retailmart.com,Regional Manager,6,2024-04-17,121914
151,107,Rehaan,Sharaf,rehaan.sharaf@retailmart.com,Data Engineer,9,2025-12-08,140922
152,6,Kashish,Dhillon,kashish.dhillon@retailmart.com,Maintenance Staff,5,2024-01-25,18488
153,179,Jagvi,Sem,jagvi.sem@retailmart.com,Store Associate,2,2023-09-22,24408
154,18,Advika,Bal,advika.bal@retailmart.com,Store Manager,10,2025-04-02,90250
155,37,Jasmit,Om,jasmit.om@retailmart.com,Finance Executive,8,2025-11-14,58149
156,97,Shravya,Wali,shravya.wali@retailmart.com,Marketing Associate,6,2024-01-25,44581
157,191,Max,Ramanathan,max.ramanathan@retailmart.com,Logistics Coordinator,1,2025-03-22,68731
158,53,Ekalinga,Deep,ekalinga.deep@retailmart.com,Cashier,3,2025-07-24,28252
159,183,Rachana,Muni,rachana.muni@retailmart.com,Sales Executive,10,2026-01-16,25801
160,40,Ekaja,Chaudry,ekaja.chaudry@retailmart.com,Store Associate,10,2024-08-20,22573
161,165,Panini,Mody,panini.mody@retailmart.com,Regional Manager,7,2024-12-16,217037
162,27,Samar,Chowdhury,samar.chowdhury@retailmart.com,Inventory Clerk,10,2024-02-11,18182
163,139,Yashasvi,Ratti,yashasvi.ratti@retailmart.com,Customer Service Rep,4,2025-05-06,31394
164,184,Balveer,Bhatti,balveer.bhatti@retailmart.com,Finance Executive,3,2022-01-18,61837
165,96,Kiaan,Sarkar,kiaan.sarkar@retailmart.com,Data Engineer,8,2025-11-30,160953
166,94,Girik,Ahuja,girik.ahuja@retailmart.com,Store Associate,8,2025-02-24,28435
167,9,Anita,Memon,anita.memon@retailmart.com,Logistics Coordinator,1,2025-06-24,33012
168,50,Diya,Chaudry,diya.chaudry@retailmart.com,Assistant Manager,4,2024-04-16,70025
169,164,Gaurika,Bhavsar,gaurika.bhavsar@retailmart.com,Regional Manager,9,2024-07-15,121363
170,32,Theodore,Sachdev,theodore.sachdev@retailmart.com,Security Supervisor,8,2024-03-18,22175
171,95,Indali,Hari,indali.hari@retailmart.com,Data Engineer,7,2026-02-23,145805
172,95,Harish,Dewan,harish.dewan@retailmart.com,Logistics Coordinator,4,2022-10-02,35974
173,107,Noah,Nath,noah.nath@retailmart.com,Security Supervisor,10,2024-07-03,24509
174,188,Neelima,Naidu,neelima.naidu@retailmart.com,Visual Merchandiser,6,2025-02-10,58602
175,173,Theodore,Dugar,theodore.dugar@retailmart.com,Regional Manager,6,2024-01-09,145767
176,153,Kavya,Deo,kavya.deo@retailmart.com,Data Engineer,3,2024-10-09,128934
177,164,Luke,Sheth,luke.sheth@retailmart.com,Logistics Coordinator,4,2024-10-13,38085
178,67,Upkaar,Mutti,upkaar.mutti@retailmart.com,Sales Executive,4,2024-07-17,43766
179,115,Vasudha,Rama,vasudha.rama@retailmart.com,Marketing Associate,10,2022-03-26,23433
180,155,Vedika,Mangal,vedika.mangal@retailmart.com,Sales Executive,7,2022-03-11,31665
181,197,Harish,Baral,harish.baral@retailmart.com,Security Supervisor,3,2024-11-03,26169
182,37,Omisha,Kannan,omisha.kannan@retailmart.com,Sales Executive,5,2024-06-10,42913
183,125,Jagdish,Kata,jagdish.kata@retailmart.com,Assistant Manager,8,2025-10-02,51047
184,58,Elijah,Koshy,elijah.koshy@retailmart.com,Store Associate,5,2021-12-30,28349
185,52,Faraj,Rana,faraj.rana@retailmart.com,Store Associate,5,2022-11-07,24699
186,112,Megha,Chaudhari,megha.chaudhari@retailmart.com,Store Associate,3,2024-06-03,23734
187,96,Chandran,Sibal,chandran.sibal@retailmart.com,Store Associate,4,2023-09-03,27179
188,42,Yadavi,Barad,yadavi.barad@retailmart.com,Logistics Coordinator,6,2023-09-11,56821
189,116,Liam,Sachar,liam.sachar@retailmart.com,Security Supervisor,1,2024-03-09,23675
190,187,Krisha,Swaminathan,krisha.swaminathan@retailmart.com,Regional Manager,10,2025-09-13,188997
191,108,Veer,Kala,veer.kala@retailmart.com,Inventory Clerk,7,2026-02-03,20375
192,136,Siya,Borah,siya.borah@retailmart.com,Visual Merchandiser,7,2024-03-19,32579
193,194,Elijah,Keer,elijah.keer@retailmart.com,Store Associate,3,2025-04-25,25081
194,162,Triya,Oak,triya.oak@retailmart.com,Store Associate,3,2025-04-02,16763
195,91,Ati,Choudhry,ati.choudhry@retailmart.com,Marketing Associate,4,2022-06-28,27640
196,70,Gagan,Sibal,gagan.sibal@retailmart.com,Logistics Coordinator,5,2025-05-06,42821
197,124,Banjeet,Puri,banjeet.puri@retailmart.com,Cashier,3,2025-02-23,24457
198,51,Harini,Singhal,harini.singhal@retailmart.com,Store Manager,4,2025-12-19,111334
199,97,Brijesh,Bassi,brijesh.bassi@retailmart.com,Customer Service Rep,10,2025-03-20,24469
200,130,Karan,Garde,karan.garde@retailmart.com,Marketing Associate,3,2024-03-21,40857
201,34,Darika,Khatri,darika.khatri@retailmart.com,Marketing Associate,2,2022-12-24,31210
202,141,Sathvik,Tandon,sathvik.tandon@retailmart.com,Finance Executive,1,2026-02-13,65211
203,125,Tanmayi,Kale,tanmayi.kale@retailmart.com,Inventory Clerk,9,2022-09-09,24444
204,94,Neel,Bhagat,neel.bhagat@retailmart.com,Data Engineer,10,2024-11-26,176675
205,175,Urvi,Parikh,urvi.parikh@retailmart.com,Visual Merchandiser,6,2023-03-20,32133
206,191,Zehaan,Garg,zehaan.garg@retailmart.com,Inventory Clerk,6,2024-12-05,26270
207,109,Chaman,Choudhury,chaman.choudhury@retailmart.com,Sales Executive,2,2021-07-08,25760
208,174,Advika,Mody,advika.mody@retailmart.com,Sales Executive,6,2023-09-18,27536
209,63,Tanay,Nair,tanay.nair@retailmart.com,Maintenance Staff,5,2022-11-24,16464
210,184,Maanav,Walia,maanav.walia@retailmart.com,Logistics Coordinator,2,2023-05-13,67845
211,106,Samar,Mitter,samar.mitter@retailmart.com,Cashier,2,2026-01-19,16042
212,113,Matthew,Butala,matthew.butala@retailmart.com,Data Engineer,3,2024-09-17,183416
213,133,Hiral,Bains,hiral.bains@retailmart.com,Inventory Clerk,5,2025-12-14,27524
214,61,Ganga,Basu,ganga.basu@retailmart.com,Finance Executive,9,2025-11-13,70616
215,184,Manan,Chaudhary,manan.chaudhary@retailmart.com,Security Supervisor,10,2024-08-09,33918
216,80,Ayushman,Bumb,ayushman.bumb@retailmart.com,Security Supervisor,10,2025-05-08,36916
217,5,Bhavani,Yohannan,bhavani.yohannan@retailmart.com,Finance Executive,3,2025-03-12,54203
218,52,Faqid,Bhatia,faqid.bhatia@retailmart.com,Regional Manager,1,2023-11-28,147760
219,156,Lila,Konda,lila.konda@retailmart.com,Visual Merchandiser,1,2024-08-20,40120
220,119,Kavya,Upadhyay,kavya.upadhyay@retailmart.com,Regional Manager,6,2025-04-08,152572
221,117,Amara,Mammen,amara.mammen@retailmart.com,Store Associate,3,2024-03-17,18164
222,20,Eshana,Deo,eshana.deo@retailmart.com,Security Supervisor,2,2024-07-11,39932
223,86,Gunbir,Kakar,gunbir.kakar@retailmart.com,Security Supervisor,6,2023-05-31,24696
224,108,Akshay,Shankar,akshay.shankar@retailmart.com,Inventory Clerk,5,2024-05-05,21565
225,131,Saanvi,Bhatnagar,saanvi.bhatnagar@retailmart.com,Logistics Coordinator,4,2024-09-27,49795
226,127,Dominic,Karnik,dominic.karnik@retailmart.com,Regional Manager,3,2025-10-21,208517
227,74,Oliver,Sachdev,oliver.sachdev@retailmart.com,Sales Executive,3,2023-08-16,29886
228,186,Udyati,Kuruvilla,udyati.kuruvilla@retailmart.com,HR Executive,6,2024-07-26,72333
229,40,Hemani,Rao,hemani.rao@retailmart.com,Data Analyst,10,2022-12-30,106230
230,171,Akshay,Nigam,akshay.nigam@retailmart.com,Data Analyst,9,2023-12-31,129278
231,80,Chakradhar,Kale,chakradhar.kale@retailmart.com,Marketing Associate,8,2025-07-07,20030
232,85,Aayush,Madan,aayush.madan@retailmart.com,Security Supervisor,9,2025-07-05,37006
233,89,Falguni,Jha,falguni.jha@retailmart.com,Visual Merchandiser,8,2024-04-09,35697
234,5,Geetika,Vaidya,geetika.vaidya@retailmart.com,Store Manager,6,2025-08-31,80368
235,160,Ishaan,Bhavsar,ishaan.bhavsar@retailmart.com,Store Associate,5,2025-07-02,21909
236,146,Gautam,De,gautam.de@retailmart.com,HR Executive,4,2025-05-26,48621
237,4,Zansi,Tata,zansi.tata@retailmart.com,Customer Service Rep,7,2023-05-22,20613
238,5,Pushti,Mall,pushti.mall@retailmart.com,Assistant Manager,9,2026-01-20,68251
239,46,Mitali,Prabhakar,mitali.prabhakar@retailmart.com,Assistant Manager,1,2025-06-23,65577
240,149,Yachana,Toor,yachana.toor@retailmart.com,Customer Service Rep,9,2024-01-02,38249
241,148,Vivaan,Majumdar,vivaan.majumdar@retailmart.com,Cashier,9,2026-01-04,16229
242,179,Ati,Goyal,ati.goyal@retailmart.com,Customer Service Rep,1,2024-06-26,44767
243,164,Xalak,Barman,xalak.barman@retailmart.com,Store Manager,6,2024-10-09,125324
244,71,Xalak,Mody,xalak.mody@retailmart.com,Finance Executive,6,2024-07-25,58579
245,98,Leena,Chadha,leena.chadha@retailmart.com,Regional Manager,10,2025-05-09,176659
246,142,Bhavini,Parmar,bhavini.parmar@retailmart.com,Data Analyst,10,2025-04-21,84197
247,176,Aadi,Raman,aadi.raman@retailmart.com,Store Associate,1,2024-04-24,27343
248,159,Veer,Goyal,veer.goyal@retailmart.com,Logistics Coordinator,9,2021-10-23,62437
249,64,Hemangini,Chatterjee,hemangini.chatterjee@retailmart.com,Marketing Associate,6,2025-09-17,22709
250,88,Laban,Sane,laban.sane@retailmart.com,Logistics Coordinator,1,2022-06-30,61069
251,53,Champak,Karnik,champak.karnik@retailmart.com,Inventory Clerk,5,2022-10-18,29974
252,174,Qarin,Bajaj,qarin.bajaj@retailmart.com,Security Supervisor,8,2025-01-27,20328
253,162,Balveer,Mody,balveer.mody@retailmart.com,Visual Merchandiser,5,2022-07-05,48991
254,119,Matthew,Suresh,matthew.suresh@retailmart.com,Data Engineer,1,2025-02-22,205886
255,41,Wazir,Raval,wazir.raval@retailmart.com,Customer Service Rep,4,2026-02-24,40181
256,148,Vivaan,Saha,vivaan.saha@retailmart.com,Cashier,10,2023-10-06,27085
257,8,Damini,Kashyap,damini.kashyap@retailmart.com,Store Manager,5,2023-12-16,129122
258,9,Ikshita,Kapoor,ikshita.kapoor@retailmart.com,Visual Merchandiser,1,2025-04-02,38334
259,61,Nilima,Rout,nilima.rout@retailmart.com,Store Manager,1,2024-05-28,131306
260,10,Vritti,Prashad,vritti.prashad@retailmart.com,Maintenance Staff,10,2026-02-21,24263
261,39,Vrishti,Brar,vrishti.brar@retailmart.com,Marketing Associate,3,2023-10-23,26109
262,145,Hritik,Chaudhry,hritik.chaudhry@retailmart.com,Store Manager,6,2023-12-01,109197
263,193,Tejas,Thakur,tejas.thakur@retailmart.com,Sales Executive,3,2025-12-12,46794
264,127,Veda,Choudhary,veda.choudhary@retailmart.com,Sales Executive,4,2025-08-17,33732
265,184,Warinder,Char,warinder.char@retailmart.com,Store Manager,4,2022-07-22,131970
266,198,Neha,Solanki,neha.solanki@retailmart.com,Inventory Clerk,3,2023-05-16,22944
267,126,Ishaan,Batra,ishaan.batra@retailmart.com,Store Associate,4,2024-11-16,28370
268,69,Samuel,Hans,samuel.hans@retailmart.com,Sales Executive,5,2025-10-05,37335
269,22,Gunbir,Amble,gunbir.amble@retailmart.com,Visual Merchandiser,1,2023-12-24,51317
270,45,Faraj,Dora,faraj.dora@retailmart.com,Data Analyst,6,2025-02-03,94251
271,42,Chakradev,Uppal,chakradev.uppal@retailmart.com,Data Engineer,5,2023-08-12,154260
272,52,Ganga,Bath,ganga.bath@retailmart.com,Sales Executive,7,2022-01-31,25968
273,187,Hamsini,Barad,hamsini.barad@retailmart.com,Regional Manager,6,2026-02-16,180776
274,17,Aadhya,Ganesh,aadhya.ganesh@retailmart.com,Assistant Manager,6,2024-08-14,77840
275,19,Krish,Manne,krish.manne@retailmart.com,Maintenance Staff,4,2025-04-06,14371
276,95,Odika,Sahota,odika.sahota@retailmart.com,Security Supervisor,9,2026-01-04,32551
277,94,Ekaraj,Palla,ekaraj.palla@retailmart.com,Visual Merchandiser,2,2024-01-01,37156
278,141,Abha,Agrawal,abha.agrawal@retailmart.com,Security Supervisor,6,2025-04-01,23172
279,119,Nimrat,Khatri,nimrat.khatri@retailmart.com,Sales Executive,4,2025-05-07,29523
280,99,Vyanjana,Chahal,vyanjana.chahal@retailmart.com,Marketing Associate,3,2025-09-23,39735
281,72,Max,Chad,max.chad@retailmart.com,Data Analyst,8,2025-10-12,108145
282,146,Udyati,Venkatesh,udyati.venkatesh@retailmart.com,Data Analyst,2,2025-11-02,65049
283,38,Aashi,Mangal,aashi.mangal@retailmart.com,Inventory Clerk,7,2023-08-13,29326
284,96,Kala,Chaudhari,kala.chaudhari@retailmart.com,Data Analyst,7,2024-01-15,63059
285,162,Guneet,Thaman,guneet.thaman@retailmart.com,Logistics Coordinator,1,2025-11-30,36747
286,65,Chanchal,Shanker,chanchal.shanker@retailmart.com,Regional Manager,5,2022-02-18,222501
